order_id,customer_id,product_id,order_date,order_hour,quantity,unit_price,revenue,discount_rate,category,festival,city,state,city_tier,region,acquisition_channel,cart_adds,page_views,supplier_delay_hours
1070,5171,1047,2024-10-06,13,1,180.113581318844,180.113581318844,0.0,Grocery,Diwali,Bhopal,Madhya Pradesh,Tier-3,Central,Organic,4,6,3.3378322275898387
1071,5015,1011,2023-11-07,19,5,556.791343420675,2644.7588812482063,0.05,Sports,Diwali,Vizag,Andhra Pradesh,Tier-3,South,Referral,1,68,6.1653875761647186
1072,5486,1105,2024-04-10,2,5,432.9652116038074,1948.3434522171335,0.1,Home,Regular,Indore,Madhya Pradesh,Tier-2,Central,Organic,2,60,7.000933996512202
1073,5071,1049,2023-12-12,4,4,92.45396532949279,314.3434821202755,0.15,Apparel,Christmas,Kochi,Kerala,Tier-2,South,Paid,4,31,2.1830051411198097
1074,5241,1086,2023-10-09,19,4,436.1920168519057,1657.5296640372414,0.05,Apparel,Diwali,Ahmedabad,Gujarat,Tier-2,West,Marketplace,3,70,4.5327305755939005
1075,5108,1005,2024-02-17,8,4,585.617187465686,2108.22187487647,0.1,Home,Regular,Bengaluru,Karnataka,Tier-1,South,Organic,2,72,8.117640843542649
1076,5088,1004,2024-05-20,23,2,65.56463525371322,124.57280698205511,0.05,Sports,Regular,Indore,Madhya Pradesh,Tier-2,Central,Marketplace,8,76,4.919049472949165
1077,5195,1002,2024-07-15,21,4,516.5727727477157,1962.9765364413195,0.05,Grocery,Regular,Kochi,Kerala,Tier-2,South,Organic,5,73,8.731037381182556
1078,5484,1094,2024-02-04,2,5,187.89213259724715,845.5145966876122,0.1,Beauty,Regular,Kochi,Kerala,Tier-2,South,Organic,7,25,2.7262167663788244
1079,5239,1028,2024-04-14,9,2,101.03080031985321,202.06160063970643,0.0,Electronics,Regular,Indore,Madhya Pradesh,Tier-2,Central,Organic,1,46,7.594194155045069
1080,5480,1094,2023-12-12,17,2,187.89213259724715,281.83819889587073,0.25,Beauty,Christmas,Chandigarh,Chandigarh,Tier-2,North,Paid,4,17,4.033347976613687
1081,5413,1113,2024-07-18,3,1,351.7395456757186,351.7395456757186,0.0,Electronics,Regular,Indore,Madhya Pradesh,Tier-2,Central,Organic,5,56,3.3450398659840213
1082,5217,1079,2023-12-07,20,5,472.49994337278395,2126.249745177528,0.1,Home,Christmas,Jaipur,Rajasthan,Tier-2,North,Referral,6,42,5.280081383105587
1083,5450,1118,2024-09-09,2,3,264.9348934673112,755.0644463818369,0.05,Electronics,Regular,Mumbai,Maharashtra,Tier-1,West,Organic,9,70,3.777083074490485
1084,5174,1111,2023-12-11,2,3,129.3943852291859,329.955682334424,0.15,Apparel,Christmas,Delhi,Delhi,Tier-1,North,Organic,5,72,3.8308624632608685
1085,5250,1086,2024-06-22,13,2,436.1920168519057,872.3840337038114,0.0,Apparel,Regular,Pune,Maharashtra,Tier-2,West,Organic,5,28,4.9703852382553775
1086,5340,1096,2024-02-10,5,1,223.46944022650035,189.9490241925253,0.15,Apparel,Regular,Bengaluru,Karnataka,Tier-1,South,Organic,9,28,0.38453191338708415
1087,5294,1072,2024-11-02,15,5,513.507813228218,2567.5390661410897,0.0,Accessories,Diwali,Chandigarh,Chandigarh,Tier-2,North,Organic,4,7,2.402687629155059
1088,5414,1026,2024-01-21,9,5,285.3653921989502,1426.826960994751,0.0,Accessories,NewYear,Kochi,Kerala,Tier-2,South,Referral,4,42,5.445286120986635
1089,5081,1012,2024-10-14,6,2,389.88042084759206,662.7967154409065,0.15,Sports,Diwali,Vizag,Andhra Pradesh,Tier-3,South,Organic,2,33,5.983060843151771
1090,5249,1045,2024-08-30,20,4,484.8109709231131,1939.2438836924523,0.0,Electronics,RakshaBandhan,Ahmedabad,Gujarat,Tier-2,West,Organic,7,79,4.714455416799983
1091,5332,1057,2024-04-05,3,3,345.5573056122073,933.0047251529597,0.1,Grocery,Regular,Delhi,Delhi,Tier-1,North,Paid,1,66,4.551741100371362
1092,5165,1041,2024-04-16,11,4,501.2801356741241,1904.8645155616714,0.05,Grocery,Regular,Bengaluru,Karnataka,Tier-1,South,Organic,2,39,4.804684245603333
1093,5433,1012,2024-02-19,4,1,389.88042084759206,292.410315635694,0.25,Sports,Regular,Bhopal,Madhya Pradesh,Tier-3,Central,Affiliate,4,47,5.915596838369591
1094,5150,1060,2024-03-20,3,4,404.35774745637826,1374.816341351686,0.15,Apparel,Holi,Nagpur,Maharashtra,Tier-3,West,Marketplace,4,52,1.1475439922809807
1095,5150,1059,2024-04-04,4,1,77.57274338622433,77.57274338622433,0.0,Electronics,Regular,Nagpur,Maharashtra,Tier-3,West,Marketplace,1,72,2.981052019906336
1096,5163,1114,2023-11-28,6,2,114.29594193414671,194.3031012880494,0.15,Beauty,Diwali,Lucknow,Uttar Pradesh,Tier-2,North,Paid,5,79,3.8511418349425046
1097,5338,1114,2024-02-07,9,2,114.29594193414671,228.59188386829342,0.0,Beauty,Regular,Bhopal,Madhya Pradesh,Tier-3,Central,Paid,9,36,4.391579391403242
1098,5059,1073,2024-09-15,11,2,148.02429666055104,266.4437339889919,0.1,Home,Regular,Delhi,Delhi,Tier-1,North,Marketplace,1,32,0.0
1099,5071,1102,2024-10-26,3,5,166.86327726111654,709.1689283597452,0.15,Sports,Diwali,Kochi,Kerala,Tier-2,South,Paid,5,58,1.4852128613908055
1100,5389,1037,2023-10-22,0,1,290.66590647330094,261.59931582597085,0.1,Grocery,Diwali,Ahmedabad,Gujarat,Tier-2,West,Paid,6,25,3.9666790478187948
1101,5103,1116,2024-07-19,2,5,457.526522602774,2058.869351712483,0.1,Home,Regular,Mumbai,Maharashtra,Tier-1,West,Marketplace,3,15,6.026281436800344
1102,5052,1112,2024-01-04,15,1,190.51440824888496,161.93724701155222,0.15,Beauty,NewYear,Hyderabad,Telangana,Tier-1,South,Organic,6,26,3.161920107540637
1103,5131,1015,2024-06-18,23,5,144.07084585301837,684.3365178018372,0.05,Electronics,Regular,Ahmedabad,Gujarat,Tier-2,West,Paid,4,28,2.66621981188296
1104,5199,1084,2024-06-05,0,2,23.40012314897768,35.10018472346652,0.25,Sports,Regular,Bengaluru,Karnataka,Tier-1,South,Marketplace,2,51,5.057336893738872
1105,5016,1054,2024-09-16,0,5,426.0475733895377,2130.2378669476884,0.0,Beauty,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Marketplace,8,60,3.343858056133592
1106,5417,1031,2024-07-07,18,3,580.8307421361839,1742.4922264085517,0.0,Electronics,Regular,Lucknow,Uttar Pradesh,Tier-2,North,Affiliate,9,17,5.761796937106958
1107,5058,1049,2024-08-25,17,3,92.45396532949279,235.75761159020658,0.15,Apparel,RakshaBandhan,Lucknow,Uttar Pradesh,Tier-2,North,Marketplace,4,8,3.5573484927502816
1108,5202,1108,2024-08-16,17,1,66.87066767056459,66.87066767056459,0.0,Grocery,RakshaBandhan,Bhopal,Madhya Pradesh,Tier-3,Central,Marketplace,1,17,1.769568281222766
1109,5101,1110,2024-06-15,4,3,278.9080110018305,794.8878313552169,0.05,Sports,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Organic,2,73,6.841192549445898
1110,5147,1041,2024-03-13,20,3,501.2801356741241,1278.2643459690164,0.15,Grocery,Holi,Nagpur,Maharashtra,Tier-3,West,Organic,9,24,6.474521865573872
1111,5022,1055,2024-02-12,14,5,470.63012830296105,2235.493109439065,0.05,Home,Regular,Jaipur,Rajasthan,Tier-2,North,Marketplace,8,44,2.0890410447941004
1112,5474,1061,2024-02-16,3,2,287.9467616244482,575.8935232488964,0.0,Sports,Regular,Delhi,Delhi,Tier-1,North,Paid,5,45,4.7914071972833225
1113,5468,1088,2024-02-21,2,1,105.15034962982506,105.15034962982506,0.0,Apparel,Regular,Chandigarh,Chandigarh,Tier-2,North,Paid,8,25,3.3466612448870174
1114,5063,1057,2024-01-24,14,2,345.5573056122073,691.1146112244146,0.0,Grocery,NewYear,Bengaluru,Karnataka,Tier-1,South,Organic,3,68,5.238128253500932
1115,5098,1047,2024-02-02,18,2,180.113581318844,360.227162637688,0.0,Grocery,Regular,Ahmedabad,Gujarat,Tier-2,West,Paid,4,9,2.2486230964807126
1116,5442,1110,2024-05-15,18,5,278.9080110018305,1394.5400550091526,0.0,Sports,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Referral,2,44,5.743684404903647
1117,5207,1044,2024-01-17,14,1,501.03328282316863,425.87829039969336,0.15,Beauty,NewYear,Mumbai,Maharashtra,Tier-1,West,Marketplace,5,36,6.389902971534464
1118,5031,1031,2024-02-17,12,5,580.8307421361839,2904.153710680919,0.0,Electronics,Regular,Lucknow,Uttar Pradesh,Tier-2,North,Organic,7,63,2.1053145225152825
1119,5067,1039,2024-07-10,16,1,405.1902568626811,344.41171833327894,0.15,Apparel,Regular,Chandigarh,Chandigarh,Tier-2,North,Referral,9,19,4.135400293435952
1120,5206,1039,2024-02-09,3,5,405.1902568626811,1316.8683348037137,0.35,Apparel,Regular,Bengaluru,Karnataka,Tier-1,South,Organic,7,76,6.431930009434437
1121,5278,1066,2023-11-12,8,3,339.932224839794,1019.796674519382,0.0,Electronics,Diwali,Hyderabad,Telangana,Tier-1,South,Organic,6,64,1.997274803686485
1122,5315,1079,2023-10-07,2,1,472.49994337278395,307.12496319230956,0.35,Home,Diwali,Jaipur,Rajasthan,Tier-2,North,Affiliate,7,60,2.662346777363798
1123,5076,1016,2024-08-02,20,4,337.2050243393425,1348.82009735737,0.0,Sports,RakshaBandhan,Hyderabad,Telangana,Tier-1,South,Marketplace,6,42,5.323476012725019
1124,5185,1106,2024-10-14,14,4,275.1232862648353,990.4438305534071,0.1,Accessories,Diwali,Lucknow,Uttar Pradesh,Tier-2,North,Referral,4,53,3.6786217398811716
1125,5130,1030,2024-06-30,18,5,449.40967198561214,1460.5814339532394,0.35,Electronics,Regular,Lucknow,Uttar Pradesh,Tier-2,North,Organic,5,20,0.8494504596561927
1126,5267,1013,2023-10-25,11,1,495.4293518297897,421.11494905532123,0.15,Apparel,Diwali,Nagpur,Maharashtra,Tier-3,West,Marketplace,2,5,3.35956078514901
1127,5160,1080,2024-05-13,22,4,401.94498879315864,1607.7799551726346,0.0,Beauty,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Organic,1,60,7.492880937285745
1128,5102,1025,2024-01-17,22,3,124.83683763266087,374.5105128979826,0.0,Grocery,NewYear,Indore,Madhya Pradesh,Tier-2,Central,Marketplace,8,38,8.125776679535658
1129,5407,1090,2024-02-06,14,3,99.86414060076936,299.5924218023081,0.0,Accessories,Regular,Pune,Maharashtra,Tier-2,West,Paid,5,31,2.725827176510794
1130,5284,1113,2024-10-03,20,5,351.7395456757186,1319.0232962839448,0.25,Electronics,Diwali,Kochi,Kerala,Tier-2,South,Organic,8,25,2.1733965388340506
1131,5236,1083,2024-08-25,15,3,108.5140227455453,325.54206823663594,0.0,Accessories,RakshaBandhan,Delhi,Delhi,Tier-1,North,Paid,2,51,3.0839760862656633
1132,5067,1093,2024-07-21,17,2,234.80252339692467,446.12479445415687,0.05,Beauty,Regular,Chandigarh,Chandigarh,Tier-2,North,Referral,4,43,7.603800842467509
1133,5035,1059,2024-04-18,5,3,77.57274338622433,232.718230158673,0.0,Electronics,Regular,Chandigarh,Chandigarh,Tier-2,North,Paid,3,55,5.68418740493529
1134,5398,1041,2024-05-19,23,5,501.2801356741241,2506.4006783706204,0.0,Grocery,Regular,Nagpur,Maharashtra,Tier-3,West,Marketplace,8,76,6.928170265183378
1135,5484,1073,2024-10-01,4,5,148.02429666055104,703.1154091376175,0.05,Home,Diwali,Kochi,Kerala,Tier-2,South,Organic,4,67,5.997363513796376
1136,5291,1042,2024-06-21,16,4,423.156410181327,1692.625640725308,0.0,Electronics,Regular,Vizag,Andhra Pradesh,Tier-3,South,Referral,6,29,1.3612716315499092
1137,5019,1105,2024-05-19,14,1,432.9652116038074,411.31695102361704,0.05,Home,Regular,Mumbai,Maharashtra,Tier-1,West,Organic,1,23,2.102304340756161
1138,5240,1056,2023-11-08,2,2,280.7603075676206,533.4445843784791,0.05,Apparel,Diwali,Bengaluru,Karnataka,Tier-1,South,Marketplace,5,17,2.6076537110273965
1139,5140,1059,2024-11-02,18,1,77.57274338622433,73.69410621691311,0.05,Electronics,Diwali,Lucknow,Uttar Pradesh,Tier-2,North,Referral,4,47,2.956050618129979
1140,5027,1080,2024-08-19,1,1,401.94498879315864,381.8477393535007,0.05,Beauty,RakshaBandhan,Lucknow,Uttar Pradesh,Tier-2,North,Organic,6,66,2.6433860141008
1141,5071,1022,2024-02-23,12,5,582.711834392993,2913.5591719649647,0.0,Sports,Regular,Kochi,Kerala,Tier-2,South,Paid,6,23,2.8760702603211925
1142,5249,1067,2024-01-09,19,5,189.3305578569412,804.6548708920001,0.15,Beauty,NewYear,Ahmedabad,Gujarat,Tier-2,West,Organic,1,79,5.280980660053954
1143,5213,1090,2024-10-22,3,1,99.86414060076936,94.87093357073088,0.05,Accessories,Diwali,Chandigarh,Chandigarh,Tier-2,North,Marketplace,1,37,4.271592697174108
1144,5281,1093,2024-10-17,8,3,234.80252339692467,669.1871916812353,0.05,Beauty,Diwali,Pune,Maharashtra,Tier-2,West,Referral,2,63,6.439556156340838
1145,5346,1026,2024-03-17,12,2,285.3653921989502,570.7307843979004,0.0,Accessories,Holi,Vizag,Andhra Pradesh,Tier-3,South,Affiliate,2,27,4.503676630313869
1146,5132,1006,2024-01-01,22,1,459.07242417430825,459.07242417430825,0.0,Beauty,NewYear,Nagpur,Maharashtra,Tier-3,West,Paid,7,15,2.647447087778313
1147,5143,1023,2024-08-15,9,2,536.9414615800966,912.8004846861643,0.15,Electronics,RakshaBandhan,Hyderabad,Telangana,Tier-1,South,Affiliate,3,43,4.376923902969606
1148,5338,1098,2024-06-07,2,1,79.62348225110404,67.67995991343842,0.15,Electronics,Regular,Bhopal,Madhya Pradesh,Tier-3,Central,Paid,9,46,0.9773790737276733
1149,5098,1031,2024-09-25,3,4,580.8307421361839,2323.3229685447354,0.0,Electronics,Regular,Ahmedabad,Gujarat,Tier-2,West,Paid,1,40,0.0
1150,5038,1006,2024-05-06,4,5,459.07242417430825,2295.3621208715413,0.0,Beauty,Regular,Ahmedabad,Gujarat,Tier-2,West,Paid,5,35,5.286424326605613
1151,5426,1071,2024-05-08,20,3,251.03189979753532,753.095699392606,0.0,Home,Regular,Vizag,Andhra Pradesh,Tier-3,South,Paid,7,53,6.036620117588344
1152,5104,1105,2023-11-27,18,2,432.9652116038074,779.3373808868533,0.1,Home,Diwali,Kochi,Kerala,Tier-2,South,Paid,1,52,4.144258842119681
1153,5060,1026,2024-05-29,10,3,285.3653921989502,856.0961765968506,0.0,Accessories,Regular,Indore,Madhya Pradesh,Tier-2,Central,Paid,5,16,3.2173887802469716
1154,5368,1005,2024-02-23,20,5,585.617187465686,1903.2558592634796,0.35,Home,Regular,Kochi,Kerala,Tier-2,South,Marketplace,1,55,1.316259587930447
1155,5265,1016,2023-12-22,22,1,337.2050243393425,337.2050243393425,0.0,Sports,Christmas,Hyderabad,Telangana,Tier-1,South,Referral,8,29,6.333850060209304
1156,5073,1015,2024-08-08,20,4,144.07084585301837,374.58419921784775,0.35,Electronics,RakshaBandhan,Ahmedabad,Gujarat,Tier-2,West,Referral,5,65,4.985060262649938
1157,5425,1024,2024-02-16,0,1,469.2462632735195,469.2462632735195,0.0,Beauty,Regular,Mumbai,Maharashtra,Tier-1,West,Marketplace,8,42,4.582347097293925
1158,5122,1021,2023-12-25,2,2,219.17032119662233,438.34064239324465,0.0,Home,Christmas,Coimbatore,Tamil Nadu,Tier-3,South,Marketplace,6,23,3.9903524322094865
1159,5338,1076,2024-10-19,17,3,183.22031708234334,549.66095124703,0.0,Electronics,Diwali,Bhopal,Madhya Pradesh,Tier-3,Central,Paid,3,18,3.0608585624368834
1160,5325,1026,2024-10-20,9,2,285.3653921989502,570.7307843979004,0.0,Accessories,Diwali,Indore,Madhya Pradesh,Tier-2,Central,Paid,2,77,1.7734342173771478
1161,5414,1065,2024-04-15,3,1,336.61184638821754,218.7977001523414,0.35,Home,Regular,Kochi,Kerala,Tier-2,South,Referral,2,58,4.505408306696909
1162,5364,1048,2024-01-27,15,4,412.67234734523555,1568.154919911895,0.05,Beauty,NewYear,Delhi,Delhi,Tier-1,North,Organic,1,21,2.9229501752132663
1163,5351,1078,2023-12-04,8,4,338.6489698813542,1354.5958795254169,0.0,Electronics,Christmas,Nagpur,Maharashtra,Tier-3,West,Paid,3,42,3.152077915408035
1164,5025,1078,2024-06-07,22,3,338.6489698813542,660.3654912686408,0.35,Electronics,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Organic,7,14,7.435691530273578
1165,5469,1071,2024-06-01,13,3,251.03189979753532,753.095699392606,0.0,Home,Regular,Pune,Maharashtra,Tier-2,West,Paid,4,67,3.903845213170176
1166,5063,1107,2024-06-04,5,1,170.62252148864383,170.62252148864383,0.0,Beauty,Regular,Bengaluru,Karnataka,Tier-1,South,Organic,2,67,0.0
1167,5126,1023,2024-08-03,22,4,536.9414615800966,2147.7658463203866,0.0,Electronics,RakshaBandhan,Lucknow,Uttar Pradesh,Tier-2,North,Paid,1,65,2.9290831131759925
1168,5223,1062,2024-04-06,14,2,343.4893028239014,652.6296753654127,0.05,Grocery,Regular,Jaipur,Rajasthan,Tier-2,North,Paid,4,39,1.9970965038389714
1169,5144,1047,2024-06-30,7,2,180.113581318844,270.170371978266,0.25,Grocery,Regular,Lucknow,Uttar Pradesh,Tier-2,North,Marketplace,2,17,3.7215605989089884
1170,5296,1063,2024-06-19,3,5,461.34932587545507,2306.7466293772754,0.0,Accessories,Regular,Indore,Madhya Pradesh,Tier-2,Central,Referral,7,41,1.15113520412207
1171,5026,1016,2024-08-14,13,4,337.2050243393425,1213.938087621633,0.1,Sports,RakshaBandhan,Coimbatore,Tamil Nadu,Tier-3,South,Organic,4,43,4.8672632545858185
1172,5226,1038,2024-07-24,17,4,143.87651594002162,575.5060637600865,0.0,Electronics,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Organic,2,28,3.4078669457343302
1173,5174,1112,2023-10-15,20,2,190.51440824888496,381.0288164977699,0.0,Beauty,Diwali,Delhi,Delhi,Tier-1,North,Organic,3,33,3.048574879229037
1174,5323,1096,2024-06-04,3,3,223.46944022650035,603.3674886115509,0.1,Apparel,Regular,Mumbai,Maharashtra,Tier-1,West,Paid,4,8,4.299237282747864
1175,5259,1051,2024-10-25,10,1,14.343739153093253,12.909365237783929,0.1,Apparel,Diwali,Lucknow,Uttar Pradesh,Tier-2,North,Organic,1,44,3.8466863044267234
1176,5377,1013,2024-05-11,23,2,495.4293518297897,941.3157684766004,0.05,Apparel,Regular,Jaipur,Rajasthan,Tier-2,North,Organic,2,19,3.7305799300049944
1177,5082,1077,2024-04-29,15,5,400.5307436888681,2002.6537184443405,0.0,Apparel,Regular,Pune,Maharashtra,Tier-2,West,Organic,9,68,3.551626618100549
1178,5474,1036,2024-05-30,2,3,86.65368814792826,259.9610644437848,0.0,Sports,Regular,Delhi,Delhi,Tier-1,North,Paid,4,62,3.9593715667928486
1179,5196,1039,2024-05-11,22,4,405.1902568626811,1458.684924705652,0.1,Apparel,Regular,Chandigarh,Chandigarh,Tier-2,North,Referral,7,50,4.686352143257375
1180,5174,1011,2024-03-09,16,4,556.791343420675,2115.807104998565,0.05,Sports,Holi,Delhi,Delhi,Tier-1,North,Organic,9,21,4.435940593977392
1181,5274,1034,2024-11-01,11,5,287.0379286527267,1363.4301611004519,0.05,Sports,Diwali,Bhopal,Madhya Pradesh,Tier-3,Central,Affiliate,2,55,6.253759157093784
1182,5081,1025,2023-10-29,18,1,124.83683763266087,124.83683763266087,0.0,Grocery,Diwali,Vizag,Andhra Pradesh,Tier-3,South,Organic,7,79,2.9066208529525244
1183,5407,1004,2024-08-21,15,3,65.56463525371322,167.18981989696871,0.15,Sports,RakshaBandhan,Pune,Maharashtra,Tier-2,West,Paid,8,52,4.47625178813274
1184,5132,1070,2023-12-03,6,5,136.60495696352223,683.0247848176111,0.0,Beauty,Christmas,Nagpur,Maharashtra,Tier-3,West,Paid,1,63,8.892204152593152
1185,5463,1116,2023-12-22,19,1,457.526522602774,411.7738703424966,0.1,Home,Christmas,Coimbatore,Tamil Nadu,Tier-3,South,Marketplace,3,72,3.9180927459851955
1186,5074,1015,2024-05-30,6,5,144.07084585301837,648.3188063385827,0.1,Electronics,Regular,Hyderabad,Telangana,Tier-1,South,Organic,2,68,3.995640614557267
1187,5432,1006,2024-06-12,5,3,459.07242417430825,1377.2172725229248,0.0,Beauty,Regular,Delhi,Delhi,Tier-1,North,Organic,1,17,1.473227636577147
1188,5197,1012,2024-10-05,14,2,389.88042084759206,740.7727996104248,0.05,Sports,Diwali,Lucknow,Uttar Pradesh,Tier-2,North,Organic,3,70,2.5735790337197963
1189,5303,1065,2024-01-26,0,4,336.61184638821754,1279.1250162752267,0.05,Home,NewYear,Lucknow,Uttar Pradesh,Tier-2,North,Affiliate,2,62,3.7872677766621203
1190,5436,1099,2023-10-11,15,5,577.5196220842136,2743.2182049000144,0.05,Grocery,Diwali,Bhopal,Madhya Pradesh,Tier-3,Central,Paid,9,58,5.066907270290837
1191,5064,1037,2024-01-11,13,1,290.66590647330094,217.9994298549757,0.25,Grocery,NewYear,Delhi,Delhi,Tier-1,North,Paid,3,22,5.2983264053334205
1192,5173,1014,2024-05-05,17,4,271.61437730812537,1032.1346337708765,0.05,Electronics,Regular,Mumbai,Maharashtra,Tier-1,West,Organic,7,39,4.652547947518145
1193,5474,1011,2024-02-20,3,5,556.791343420675,2783.956717103375,0.0,Sports,Regular,Delhi,Delhi,Tier-1,North,Paid,1,72,5.608196027769025
1194,5074,1072,2024-01-09,13,4,513.507813228218,2054.031252912872,0.0,Accessories,NewYear,Hyderabad,Telangana,Tier-1,South,Organic,6,73,2.0013140870288675
1195,5051,1042,2024-09-30,10,3,423.156410181327,1142.522307489583,0.1,Electronics,Regular,Delhi,Delhi,Tier-1,North,Organic,7,13,4.9778332708354185
1196,5261,1042,2024-05-12,4,1,423.156410181327,423.156410181327,0.0,Electronics,Regular,Vizag,Andhra Pradesh,Tier-3,South,Paid,2,36,4.026706065408174
1197,5012,1028,2024-06-25,10,3,101.03080031985321,257.6285408156257,0.15,Electronics,Regular,Vizag,Andhra Pradesh,Tier-3,South,Organic,4,50,4.249791059766247
1198,5495,1107,2024-07-26,22,5,170.62252148864383,853.1126074432191,0.0,Beauty,Regular,Mumbai,Maharashtra,Tier-1,West,Marketplace,9,12,3.2753623959532465
1199,5451,1044,2024-03-12,19,4,501.03328282316863,2004.1331312926745,0.0,Beauty,Holi,Ahmedabad,Gujarat,Tier-2,West,Referral,6,23,2.0939393208807644
1200,5094,1084,2024-07-21,3,3,23.40012314897768,70.20036944693304,0.0,Sports,Regular,Delhi,Delhi,Tier-1,North,Paid,8,49,1.5696940637347643
1201,5086,1089,2024-10-20,20,2,305.6164173109845,519.5479094286736,0.15,Apparel,Diwali,Pune,Maharashtra,Tier-2,West,Referral,4,54,4.641343600811236
1202,5388,1007,2024-07-16,13,5,473.77794011340274,2132.000730510312,0.1,Beauty,Regular,Bengaluru,Karnataka,Tier-1,South,Affiliate,3,12,4.995703346938174
1203,5260,1029,2024-01-27,1,5,412.99888241304825,1961.744691461979,0.05,Apparel,NewYear,Indore,Madhya Pradesh,Tier-2,Central,Organic,5,36,3.7408594477926647
1204,5411,1107,2024-08-07,22,2,170.62252148864383,341.24504297728765,0.0,Beauty,RakshaBandhan,Hyderabad,Telangana,Tier-1,South,Marketplace,4,54,3.970372951288145
1205,5483,1105,2024-01-03,12,5,432.9652116038074,1623.619543514278,0.25,Home,NewYear,Delhi,Delhi,Tier-1,North,Affiliate,9,79,2.5595785438766914
1206,5200,1049,2023-10-30,21,2,92.45396532949279,157.17174106013775,0.15,Apparel,Diwali,Pune,Maharashtra,Tier-2,West,Referral,4,79,5.006123503476523
1207,5126,1018,2024-03-26,2,5,498.30239147562344,2491.511957378117,0.0,Accessories,Holi,Lucknow,Uttar Pradesh,Tier-2,North,Paid,6,28,4.121251174662896
1208,5309,1035,2024-04-21,4,5,121.78810185972856,517.5994329038464,0.15,Grocery,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Paid,6,55,3.2687723349147637
1209,5317,1113,2024-04-05,21,4,351.7395456757186,1055.2186370271559,0.25,Electronics,Regular,Delhi,Delhi,Tier-1,North,Paid,4,46,5.732166794228754
1210,5216,1080,2024-01-13,5,3,401.94498879315864,1205.8349663794759,0.0,Beauty,NewYear,Hyderabad,Telangana,Tier-1,South,Referral,4,20,5.290038888268167
1211,5149,1009,2024-01-18,13,2,275.7277033583846,551.4554067167692,0.0,Accessories,NewYear,Nagpur,Maharashtra,Tier-3,West,Affiliate,8,43,0.9282621053953002
1212,5131,1086,2024-10-03,14,1,436.1920168519057,414.38241600931036,0.05,Apparel,Diwali,Ahmedabad,Gujarat,Tier-2,West,Paid,2,15,4.098300955624069
1213,5260,1017,2024-01-25,22,1,47.65218110146344,45.269572046390266,0.05,Home,NewYear,Indore,Madhya Pradesh,Tier-2,Central,Organic,4,14,2.083527306235864
1214,5213,1036,2024-08-09,8,5,86.65368814792826,368.2781746286951,0.15,Sports,RakshaBandhan,Chandigarh,Chandigarh,Tier-2,North,Marketplace,7,31,4.279043210064426
1215,5228,1057,2024-01-12,18,4,345.5573056122073,1313.1177613263876,0.05,Grocery,NewYear,Delhi,Delhi,Tier-1,North,Affiliate,1,24,0.0
1216,5047,1042,2023-11-13,17,2,423.156410181327,846.312820362654,0.0,Electronics,Diwali,Coimbatore,Tamil Nadu,Tier-3,South,Paid,7,15,4.394288149243298
1217,5440,1083,2023-10-26,16,3,108.5140227455453,325.54206823663594,0.0,Accessories,Diwali,Bhopal,Madhya Pradesh,Tier-3,Central,Referral,8,8,5.4239676416822835
1218,5353,1018,2024-01-06,12,5,498.30239147562344,2242.3607616403056,0.1,Accessories,NewYear,Vizag,Andhra Pradesh,Tier-3,South,Marketplace,4,47,3.7784171473274832
1219,5459,1105,2024-09-01,1,4,432.9652116038074,1731.8608464152296,0.0,Home,Regular,Mumbai,Maharashtra,Tier-1,West,Marketplace,6,5,1.6705629889636846
1220,5414,1071,2024-03-31,6,5,251.03189979753532,1255.1594989876767,0.0,Home,Holi,Kochi,Kerala,Tier-2,South,Referral,5,63,7.912740641709922
1221,5309,1036,2024-07-05,13,1,86.65368814792826,86.65368814792826,0.0,Sports,Regular,Coimbatore,Tamil Nadu,Tier-3,South,Paid,6,10,6.311921065293636
1222,5153,1114,2024-10-20,9,1,114.29594193414671,97.1515506440247,0.15,Beauty,Diwali,Ahmedabad,Gujarat,Tier-2,West,Organic,1,54,2.937877228792336
1223,5326,1057,2023-10-20,4,4,345.5573056122073,1382.2292224488292,0.0,Grocery,Diwali,Chandigarh,Chandigarh,Tier-2,North,Affiliate,6,16,3.4779523690612577
1224,5283,1049,2023-11-13,16,3,92.45396532949279,277.36189598847835,0.0,Apparel,Diwali,Kochi,Kerala,Tier-2,South,Organic,5,51,0.03793833530686985
1225,5461,1002,2024-10-03,11,4,516.5727727477157,1756.3474273422332,0.15,Grocery,Diwali,Bengaluru,Karnataka,Tier-1,South,Referral,1,15,4.946801327378689
1226,5116,1119,2024-05-15,18,5,380.11221601444146,1900.5610800722072,0.0,Accessories,Regular,Lucknow,Uttar Pradesh,Tier-2,North,Paid,8,37,1.2615226093744174
1227,5012,1101,2024-06-04,13,1,422.8272089483422,380.544488053508,0.1,Beauty,Regular,Vizag,Andhra Pradesh,Tier-3,South,Organic,2,54,5.332730872024061
