timestamp,date,hour,visitors,add_to_cart,purchases,bounce_rate
2024-01-31 04:00:00,2024-01-31,4,1316,105,53,0.3931225664799895
2024-01-31 05:00:00,2024-01-31,5,1355,252,118,0.4919205848920774
2024-01-31 06:00:00,2024-01-31,6,1413,125,36,0.5740646100675912
2024-01-31 07:00:00,2024-01-31,7,1397,233,160,0.6630762719638335
2024-01-31 08:00:00,2024-01-31,8,1273,317,102,0.5750346708412473
2024-01-31 09:00:00,2024-01-31,9,1261,108,72,0.5012372057682767
2024-01-31 10:00:00,2024-01-31,10,1013,276,95,0.27875193327348935
2024-01-31 11:00:00,2024-01-31,11,974,220,116,0.4631692383620044
2024-01-31 12:00:00,2024-01-31,12,862,157,60,0.2873339561258133
2024-01-31 13:00:00,2024-01-31,13,708,163,98,0.42798137434917194
2024-01-31 14:00:00,2024-01-31,14,517,104,21,0.5062869280820328
2024-01-31 15:00:00,2024-01-31,15,557,89,17,0.6742901077949417
2024-01-31 16:00:00,2024-01-31,16,430,33,12,0.6004468844740773
2024-01-31 17:00:00,2024-01-31,17,352,62,29,0.45484420961482314
2024-01-31 18:00:00,2024-01-31,18,362,43,16,0.4995033657320786
2024-01-31 19:00:00,2024-01-31,19,352,104,47,0.5523575673871998
2024-01-31 20:00:00,2024-01-31,20,473,56,23,0.5744402685270236
2024-01-31 21:00:00,2024-01-31,21,553,151,72,0.6650621434843937
2024-01-31 22:00:00,2024-01-31,22,591,148,45,0.27210417482252025
2024-01-31 23:00:00,2024-01-31,23,824,160,55,0.31478131766250583
2024-02-01 00:00:00,2024-02-01,0,620,106,41,0.49106962143119587
2024-02-01 01:00:00,2024-02-01,1,802,185,82,0.6201637088783875
2024-02-01 02:00:00,2024-02-01,2,873,125,34,0.30176997170437203
2024-02-01 03:00:00,2024-02-01,3,886,251,55,0.47376515929193114
2024-02-01 04:00:00,2024-02-01,4,1018,186,116,0.6041221449899192
2024-02-01 05:00:00,2024-02-01,5,1044,178,94,0.654330303237665
2024-02-01 06:00:00,2024-02-01,6,967,281,90,0.3107369359472708
2024-02-01 07:00:00,2024-02-01,7,999,262,59,0.6144632866353571
2024-02-01 08:00:00,2024-02-01,8,1002,223,127,0.4409790266274891
2024-02-01 09:00:00,2024-02-01,9,856,174,118,0.26149613932880084
2024-02-01 10:00:00,2024-02-01,10,753,202,47,0.25455978742288743
2024-02-01 11:00:00,2024-02-01,11,716,173,56,0.6849067836086936
2024-02-01 12:00:00,2024-02-01,12,542,43,18,0.6392787444030289
2024-02-01 13:00:00,2024-02-01,13,558,109,44,0.3616198718206336
2024-02-01 14:00:00,2024-02-01,14,419,105,32,0.3042537781911755
2024-02-01 15:00:00,2024-02-01,15,344,87,37,0.4293978508357607
2024-02-01 16:00:00,2024-02-01,16,309,60,38,0.40470884095272786
2024-02-01 17:00:00,2024-02-01,17,203,54,23,0.5107762278427184
2024-02-01 18:00:00,2024-02-01,18,211,56,37,0.4514100542844174
2024-02-01 19:00:00,2024-02-01,19,271,15,5,0.4713216196673073
2024-02-01 20:00:00,2024-02-01,20,338,64,21,0.34438416676436784
2024-02-01 21:00:00,2024-02-01,21,447,53,35,0.5071819362328381
2024-02-01 22:00:00,2024-02-01,22,487,96,66,0.6278537143986995
2024-02-01 23:00:00,2024-02-01,23,492,36,15,0.2944132878504167
2024-02-02 00:00:00,2024-02-02,0,840,179,105,0.4932632375467175
2024-02-02 01:00:00,2024-02-02,1,972,85,49,0.44318910608262463
2024-02-02 02:00:00,2024-02-02,2,997,82,24,0.6499989078645746
2024-02-02 03:00:00,2024-02-02,3,1070,281,179,0.5153183545840209
2024-02-02 04:00:00,2024-02-02,4,1277,221,46,0.6178037479570864
2024-02-02 05:00:00,2024-02-02,5,1256,222,86,0.32767063685181724
2024-02-02 06:00:00,2024-02-02,6,1263,165,110,0.28094000435116345
2024-02-02 07:00:00,2024-02-02,7,1319,240,100,0.30533123892618547
2024-02-02 08:00:00,2024-02-02,8,1309,243,121,0.44534343644242935
2024-02-02 09:00:00,2024-02-02,9,1160,61,20,0.5716699857468606
2024-02-02 10:00:00,2024-02-02,10,1114,99,59,0.3168196316203497
2024-02-02 11:00:00,2024-02-02,11,985,175,97,0.28735932879524073
2024-02-02 12:00:00,2024-02-02,12,884,203,58,0.3118928389978466
2024-02-02 13:00:00,2024-02-02,13,811,124,64,0.25407291823630107
2024-02-02 14:00:00,2024-02-02,14,594,140,41,0.28612690441166366
2024-02-02 15:00:00,2024-02-02,15,438,113,42,0.4885339897210747
2024-02-02 16:00:00,2024-02-02,16,440,62,15,0.36556193640736045
2024-02-02 17:00:00,2024-02-02,17,335,92,52,0.620373430910386
2024-02-02 18:00:00,2024-02-02,18,311,15,8,0.4669250763829963
2024-02-02 19:00:00,2024-02-02,19,358,103,39,0.5221534493828991
2024-02-02 20:00:00,2024-02-02,20,360,98,32,0.40806289660092265
2024-02-02 21:00:00,2024-02-02,21,479,36,16,0.5115785011375853
2024-02-02 22:00:00,2024-02-02,22,531,42,9,0.4374888946763261
2024-02-02 23:00:00,2024-02-02,23,639,182,105,0.5193860090837382
2024-02-03 00:00:00,2024-02-03,0,1056,290,86,0.6763188503833755
2024-02-03 01:00:00,2024-02-03,1,1231,362,123,0.3118685180970524
2024-02-03 02:00:00,2024-02-03,2,1329,206,81,0.5003387831310717
2024-02-03 03:00:00,2024-02-03,3,1480,196,72,0.5246619386868154
2024-02-03 04:00:00,2024-02-03,4,1489,335,200,0.6458884991616677
2024-02-03 05:00:00,2024-02-03,5,1617,285,181,0.4709445253840724
2024-02-03 06:00:00,2024-02-03,6,1656,109,60,0.2878454146128284
2024-02-03 07:00:00,2024-02-03,7,1637,287,74,0.3963031012795425
2024-02-03 08:00:00,2024-02-03,8,1568,294,166,0.6025987048736313
2024-02-03 09:00:00,2024-02-03,9,1388,411,123,0.28820907858584327
2024-02-03 10:00:00,2024-02-03,10,1380,332,82,0.4600334394715982
2024-02-03 11:00:00,2024-02-03,11,1145,288,179,0.3575205218853492
2024-02-03 12:00:00,2024-02-03,12,1008,222,139,0.32576132810069647
2024-02-03 13:00:00,2024-02-03,13,837,91,26,0.40189962587406014
2024-02-03 14:00:00,2024-02-03,14,732,172,75,0.5713843096271659
2024-02-03 15:00:00,2024-02-03,15,605,62,38,0.27420563670348375
2024-02-03 16:00:00,2024-02-03,16,504,124,69,0.5061056762030373
2024-02-03 17:00:00,2024-02-03,17,378,21,10,0.36746811626303655
2024-02-03 18:00:00,2024-02-03,18,401,87,26,0.31966292332979984
2024-02-03 19:00:00,2024-02-03,19,377,107,56,0.46787157917282374
2024-02-03 20:00:00,2024-02-03,20,450,114,64,0.44682650396893725
2024-02-03 21:00:00,2024-02-03,21,683,79,48,0.37809893469432476
2024-02-03 22:00:00,2024-02-03,22,796,213,101,0.3204290226778642
2024-02-03 23:00:00,2024-02-03,23,854,186,58,0.2675801538266398
2024-02-04 00:00:00,2024-02-04,0,481,90,25,0.5217936280402743
2024-02-04 01:00:00,2024-02-04,1,483,81,51,0.285338352587833
2024-02-04 02:00:00,2024-02-04,2,544,50,14,0.5247084937154566
2024-02-04 03:00:00,2024-02-04,3,561,113,74,0.6075978358572738
2024-02-04 04:00:00,2024-02-04,4,714,149,76,0.5409361660376457
2024-02-04 05:00:00,2024-02-04,5,704,201,86,0.6052093437384242
2024-02-04 06:00:00,2024-02-04,6,754,186,73,0.2503669077183331
2024-02-04 07:00:00,2024-02-04,7,722,156,97,0.6407532415754501
2024-02-04 08:00:00,2024-02-04,8,652,99,62,0.6992480488296342
2024-02-04 09:00:00,2024-02-04,9,646,42,9,0.45811655202617546
2024-02-04 10:00:00,2024-02-04,10,523,38,20,0.32702233324048796
2024-02-04 11:00:00,2024-02-04,11,477,94,46,0.3774826654823325
2024-02-04 12:00:00,2024-02-04,12,397,54,35,0.6398438654208399
2024-02-04 13:00:00,2024-02-04,13,369,107,52,0.2956895114886818
2024-02-04 14:00:00,2024-02-04,14,343,93,49,0.6786999531343576
2024-02-04 15:00:00,2024-02-04,15,238,66,38,0.6202220040224811
2024-02-04 16:00:00,2024-02-04,16,291,36,18,0.365403715129159
2024-02-04 17:00:00,2024-02-04,17,264,51,14,0.4395605265155806
2024-02-04 18:00:00,2024-02-04,18,194,31,7,0.6843764069412461
2024-02-04 19:00:00,2024-02-04,19,135,40,11,0.4229869750995752
2024-02-04 20:00:00,2024-02-04,20,224,49,11,0.647433230616666
2024-02-04 21:00:00,2024-02-04,21,232,26,14,0.5698110662159143
2024-02-04 22:00:00,2024-02-04,22,283,14,4,0.40520322600232295
2024-02-04 23:00:00,2024-02-04,23,369,25,13,0.6510624111679298
2024-02-05 00:00:00,2024-02-05,0,1213,302,90,0.4800786039942202
2024-02-05 01:00:00,2024-02-05,1,1270,84,26,0.36913084722249134
2024-02-05 02:00:00,2024-02-05,2,1507,433,191,0.503753845571025
2024-02-05 03:00:00,2024-02-05,3,1589,417,143,0.5318120359522621
2024-02-05 04:00:00,2024-02-05,4,1738,494,193,0.3003074056075472
2024-02-05 05:00:00,2024-02-05,5,1736,486,120,0.28660452147115667
2024-02-05 06:00:00,2024-02-05,6,1815,384,134,0.3580897346329803
2024-02-05 07:00:00,2024-02-05,7,1718,190,129,0.4472971797934638
2024-02-05 08:00:00,2024-02-05,8,1742,498,129,0.30172424505681483
2024-02-05 09:00:00,2024-02-05,9,1667,328,148,0.6797107588449213
2024-02-05 10:00:00,2024-02-05,10,1530,92,26,0.4991333619274216
2024-02-05 11:00:00,2024-02-05,11,1330,159,60,0.3539769535725536
2024-02-05 12:00:00,2024-02-05,12,1183,104,50,0.26032933489895027
2024-02-05 13:00:00,2024-02-05,13,848,125,60,0.28611418467376115
2024-02-05 14:00:00,2024-02-05,14,710,51,31,0.5758796557051378
2024-02-05 15:00:00,2024-02-05,15,645,83,34,0.29438604938314733
2024-02-05 16:00:00,2024-02-05,16,455,64,34,0.5388890241917647
2024-02-05 17:00:00,2024-02-05,17,456,107,23,0.3197812270935069
2024-02-05 18:00:00,2024-02-05,18,441,65,44,0.3424606272236114
2024-02-05 19:00:00,2024-02-05,19,432,49,10,0.2942835530587756
2024-02-05 20:00:00,2024-02-05,20,490,61,41,0.5292973947985382
2024-02-05 21:00:00,2024-02-05,21,692,46,31,0.3271128636930603
2024-02-05 22:00:00,2024-02-05,22,793,206,98,0.3520029304622745
2024-02-05 23:00:00,2024-02-05,23,916,130,63,0.2935479186967333
2024-02-06 00:00:00,2024-02-06,0,808,41,19,0.41293254105512833
2024-02-06 01:00:00,2024-02-06,1,831,70,25,0.5940440461954909
2024-02-06 02:00:00,2024-02-06,2,995,127,74,0.5705490413735115
2024-02-06 03:00:00,2024-02-06,3,965,161,76,0.6495811186082265
2024-02-06 04:00:00,2024-02-06,4,1077,213,128,0.38694726657050266
2024-02-06 05:00:00,2024-02-06,5,1196,265,106,0.465585877557774
2024-02-06 06:00:00,2024-02-06,6,1185,239,124,0.6352835486297007
2024-02-06 07:00:00,2024-02-06,7,1216,334,81,0.5853841883678507
2024-02-06 08:00:00,2024-02-06,8,1190,180,119,0.45545608547776434
2024-02-06 09:00:00,2024-02-06,9,1067,192,89,0.5849685429694178
2024-02-06 10:00:00,2024-02-06,10,901,61,22,0.521175069409008
2024-02-06 11:00:00,2024-02-06,11,898,235,78,0.5061684777674963
2024-02-06 12:00:00,2024-02-06,12,767,98,40,0.6974009239433766
2024-02-06 13:00:00,2024-02-06,13,637,123,47,0.2707640748587885
2024-02-06 14:00:00,2024-02-06,14,518,51,32,0.4380319190870567
2024-02-06 15:00:00,2024-02-06,15,413,46,28,0.4182457581618288
2024-02-06 16:00:00,2024-02-06,16,358,40,19,0.3655709644048307
2024-02-06 17:00:00,2024-02-06,17,290,18,5,0.44303057368337123
2024-02-06 18:00:00,2024-02-06,18,239,58,38,0.5200833835207411
2024-02-06 19:00:00,2024-02-06,19,212,53,14,0.2851668491758162
2024-02-06 20:00:00,2024-02-06,20,352,104,64,0.5273349433370224
2024-02-06 21:00:00,2024-02-06,21,381,93,50,0.6702463040561475
2024-02-06 22:00:00,2024-02-06,22,570,43,21,0.43169290956550205
2024-02-06 23:00:00,2024-02-06,23,653,135,87,0.5919013452076679
2024-02-07 00:00:00,2024-02-07,0,2226,193,73,0.5581103661282115
2024-02-07 01:00:00,2024-02-07,1,2593,456,189,0.6053037573079327
2024-02-07 02:00:00,2024-02-07,2,3006,597,360,0.37258290195729826
2024-02-07 03:00:00,2024-02-07,3,3262,712,204,0.46970002251738135
2024-02-07 04:00:00,2024-02-07,4,3450,224,146,0.3356637148188738
2024-02-07 05:00:00,2024-02-07,5,3483,289,160,0.6989981429069719
2024-02-07 06:00:00,2024-02-07,6,3650,1026,579,0.6844404348744542
2024-02-07 07:00:00,2024-02-07,7,3562,785,527,0.5773365474995927
2024-02-07 08:00:00,2024-02-07,8,3466,419,119,0.5380249667971287
2024-02-07 09:00:00,2024-02-07,9,3201,504,316,0.5339860765712806
2024-02-07 10:00:00,2024-02-07,10,2966,411,139,0.3461712238940981
2024-02-07 11:00:00,2024-02-07,11,2634,414,273,0.4052093934411253
2024-02-07 12:00:00,2024-02-07,12,2277,552,280,0.48609832267033326
2024-02-07 13:00:00,2024-02-07,13,1850,308,190,0.31890092422812394
2024-02-07 14:00:00,2024-02-07,14,1617,83,37,0.6181017664497667
2024-02-07 15:00:00,2024-02-07,15,1328,395,199,0.47909168750151665
2024-02-07 16:00:00,2024-02-07,16,1006,272,56,0.4599250283598091
2024-02-07 17:00:00,2024-02-07,17,918,264,77,0.2614959142482901
2024-02-07 18:00:00,2024-02-07,18,905,186,66,0.49288759026865137
2024-02-07 19:00:00,2024-02-07,19,924,127,52,0.3138088639601827
2024-02-07 20:00:00,2024-02-07,20,1087,160,83,0.441983421321321
2024-02-07 21:00:00,2024-02-07,21,1315,296,120,0.3334097578681889
2024-02-07 22:00:00,2024-02-07,22,1551,423,238,0.5092277283611846
2024-02-07 23:00:00,2024-02-07,23,1898,265,87,0.5164288065275586
2024-02-08 00:00:00,2024-02-08,0,2212,605,238,0.4194124604235639
2024-02-08 01:00:00,2024-02-08,1,2532,572,122,0.40921426540756956
2024-02-08 02:00:00,2024-02-08,2,2832,534,189,0.5455234423874399
2024-02-08 03:00:00,2024-02-08,3,3085,543,309,0.3392870234554522
2024-02-08 04:00:00,2024-02-08,4,3328,408,284,0.3484300658920105
2024-02-08 05:00:00,2024-02-08,5,3480,529,237,0.4857513280337651
2024-02-08 06:00:00,2024-02-08,6,3565,391,151,0.5853403839393362
2024-02-08 07:00:00,2024-02-08,7,3462,1036,252,0.5916833699099268
2024-02-08 08:00:00,2024-02-08,8,3231,574,171,0.6712450880533891
2024-02-08 09:00:00,2024-02-08,9,3063,512,181,0.4520290862532992
2024-02-08 10:00:00,2024-02-08,10,2716,600,291,0.2948035184348089
2024-02-08 11:00:00,2024-02-08,11,2548,314,137,0.35020033718222376
2024-02-08 12:00:00,2024-02-08,12,2149,159,56,0.5333254107421016
2024-02-08 13:00:00,2024-02-08,13,1835,221,92,0.532806945642314
2024-02-08 14:00:00,2024-02-08,14,1572,463,252,0.5102896950167176
2024-02-08 15:00:00,2024-02-08,15,1310,226,78,0.28475853196403345
2024-02-08 16:00:00,2024-02-08,16,1048,289,198,0.4317883478720178
2024-02-08 17:00:00,2024-02-08,17,936,211,86,0.6633372181852744
2024-02-08 18:00:00,2024-02-08,18,931,170,100,0.5994694211901423
2024-02-08 19:00:00,2024-02-08,19,765,119,31,0.6990786551465928
2024-02-08 20:00:00,2024-02-08,20,1068,89,34,0.4293473917263157
2024-02-08 21:00:00,2024-02-08,21,1244,86,55,0.48096633639525666
2024-02-08 22:00:00,2024-02-08,22,1551,417,186,0.42469998116210705
2024-02-08 23:00:00,2024-02-08,23,1823,543,272,0.6283230717251473
2024-02-09 00:00:00,2024-02-09,0,1905,201,133,0.6075150089213792
2024-02-09 01:00:00,2024-02-09,1,2334,670,331,0.42715849177859966
2024-02-09 02:00:00,2024-02-09,2,2570,596,349,0.34311019071792115
2024-02-09 03:00:00,2024-02-09,3,2726,173,82,0.5200293845517263
2024-02-09 04:00:00,2024-02-09,4,2954,167,43,0.26420551578501367
2024-02-09 05:00:00,2024-02-09,5,3055,544,175,0.25859587988468774
2024-02-09 06:00:00,2024-02-09,6,3048,701,308,0.5804908810026849
2024-02-09 07:00:00,2024-02-09,7,3077,491,251,0.3455428786634358
2024-02-09 08:00:00,2024-02-09,8,2959,252,140,0.51203112110341
2024-02-09 09:00:00,2024-02-09,9,2829,542,154,0.6157987306086388
2024-02-09 10:00:00,2024-02-09,10,2544,242,155,0.4272890699652292
2024-02-09 11:00:00,2024-02-09,11,2336,427,254,0.32380427468037254
2024-02-09 12:00:00,2024-02-09,12,1958,556,371,0.6140372601503613
2024-02-09 13:00:00,2024-02-09,13,1672,332,140,0.2863341805894059
2024-02-09 14:00:00,2024-02-09,14,1443,381,93,0.372125516489541
2024-02-09 15:00:00,2024-02-09,15,1112,215,124,0.36933223455544567
2024-02-09 16:00:00,2024-02-09,16,918,86,32,0.3592965633701527
2024-02-09 17:00:00,2024-02-09,17,761,224,127,0.34259236111690583
2024-02-09 18:00:00,2024-02-09,18,693,152,64,0.6623137123500902
2024-02-09 19:00:00,2024-02-09,19,826,191,57,0.3075839909012211
2024-02-09 20:00:00,2024-02-09,20,894,196,119,0.5945893431476859
2024-02-09 21:00:00,2024-02-09,21,1155,166,62,0.3565881551158273
2024-02-09 22:00:00,2024-02-09,22,1421,242,108,0.30150729519385777
2024-02-09 23:00:00,2024-02-09,23,1682,236,101,0.4795111348464472
2024-02-10 00:00:00,2024-02-10,0,701,124,52,0.43431750024022714
2024-02-10 01:00:00,2024-02-10,1,892,216,147,0.30893776032683773
2024-02-10 02:00:00,2024-02-10,2,1006,263,145,0.3905784391218284
2024-02-10 03:00:00,2024-02-10,3,1074,299,92,0.5558365571846712
2024-02-10 04:00:00,2024-02-10,4,1084,80,53,0.681698779668515
2024-02-10 05:00:00,2024-02-10,5,1160,207,103,0.5417963297424812
2024-02-10 06:00:00,2024-02-10,6,1191,147,36,0.41670776662007497
2024-02-10 07:00:00,2024-02-10,7,1363,369,142,0.5272485311288638
2024-02-10 08:00:00,2024-02-10,8,1080,181,99,0.3178645057873852
2024-02-10 09:00:00,2024-02-10,9,995,136,93,0.6789031640520755
2024-02-10 10:00:00,2024-02-10,10,996,193,99,0.44321915794883066
2024-02-10 11:00:00,2024-02-10,11,897,46,9,0.6874743800082992
2024-02-10 12:00:00,2024-02-10,12,812,180,111,0.5231199335438077
2024-02-10 13:00:00,2024-02-10,13,674,166,43,0.3344355817707047
2024-02-10 14:00:00,2024-02-10,14,488,36,19,0.6244904351622862
2024-02-10 15:00:00,2024-02-10,15,466,60,18,0.6814237899768926
2024-02-10 16:00:00,2024-02-10,16,404,51,33,0.6464543175192772
2024-02-10 17:00:00,2024-02-10,17,282,39,25,0.5838431522461084
2024-02-10 18:00:00,2024-02-10,18,362,104,65,0.2836388234701446
2024-02-10 19:00:00,2024-02-10,19,234,64,16,0.2825018322987081
2024-02-10 20:00:00,2024-02-10,20,478,116,32,0.3314935736109444
2024-02-10 21:00:00,2024-02-10,21,408,41,11,0.6584008875859385
2024-02-10 22:00:00,2024-02-10,22,499,75,38,0.4436786324517203
2024-02-10 23:00:00,2024-02-10,23,619,183,86,0.5369038574329876
2024-02-11 00:00:00,2024-02-11,0,1039,182,62,0.4431763049172174
2024-02-11 01:00:00,2024-02-11,1,1214,307,184,0.25513871955198847
2024-02-11 02:00:00,2024-02-11,2,1345,192,96,0.6467530622712977
2024-02-11 03:00:00,2024-02-11,3,1513,200,113,0.29562037580244954
2024-02-11 04:00:00,2024-02-11,4,1600,170,67,0.4798058866554991
2024-02-11 05:00:00,2024-02-11,5,1644,340,89,0.4846659954150554
2024-02-11 06:00:00,2024-02-11,6,1662,234,106,0.30969546265564235
2024-02-11 07:00:00,2024-02-11,7,1671,401,135,0.5940555141206294
2024-02-11 08:00:00,2024-02-11,8,1686,402,119,0.678046455144318
2024-02-11 09:00:00,2024-02-11,9,1483,444,139,0.569591474684102
2024-02-11 10:00:00,2024-02-11,10,1432,101,21,0.31627893854185296
2024-02-11 11:00:00,2024-02-11,11,1229,239,104,0.5337063965597764
2024-02-11 12:00:00,2024-02-11,12,1005,220,130,0.35379378572127224
2024-02-11 13:00:00,2024-02-11,13,827,93,39,0.6126135175457204
2024-02-11 14:00:00,2024-02-11,14,703,123,47,0.5036484638225636
2024-02-11 15:00:00,2024-02-11,15,625,183,112,0.30239381347729805
2024-02-11 16:00:00,2024-02-11,16,494,97,53,0.3298128150660194
2024-02-11 17:00:00,2024-02-11,17,371,76,17,0.2765940733269542
2024-02-11 18:00:00,2024-02-11,18,389,92,32,0.3228798572708364
2024-02-11 19:00:00,2024-02-11,19,489,72,37,0.334474093906679
2024-02-11 20:00:00,2024-02-11,20,492,55,33,0.6658159407304002
2024-02-11 21:00:00,2024-02-11,21,584,163,90,0.6492355065207446
2024-02-11 22:00:00,2024-02-11,22,696,185,81,0.33534947245302343
2024-02-11 23:00:00,2024-02-11,23,816,152,68,0.33791137694273626
2024-02-12 00:00:00,2024-02-12,0,1594,364,154,0.535744906690919
2024-02-12 01:00:00,2024-02-12,1,1797,432,87,0.5389698209628787
2024-02-12 02:00:00,2024-02-12,2,1886,455,124,0.6299113566756639
2024-02-12 03:00:00,2024-02-12,3,2162,143,87,0.33213417864573513
2024-02-12 04:00:00,2024-02-12,4,2215,629,191,0.6012626853306462
2024-02-12 05:00:00,2024-02-12,5,2405,364,156,0.4346397569746508
2024-02-12 06:00:00,2024-02-12,6,2421,613,237,0.5637618828774591
2024-02-12 07:00:00,2024-02-12,7,2389,566,127,0.4012154259666072
2024-02-12 08:00:00,2024-02-12,8,2286,455,138,0.4892622345981467
2024-02-12 09:00:00,2024-02-12,9,2083,126,56,0.3122297564243719
2024-02-12 10:00:00,2024-02-12,10,1973,217,141,0.39309594019533084
2024-02-12 11:00:00,2024-02-12,11,1643,83,51,0.367757651139468
2024-02-12 12:00:00,2024-02-12,12,1515,410,144,0.5127452891581847
2024-02-12 13:00:00,2024-02-12,13,1207,186,46,0.6650516691529684
2024-02-12 14:00:00,2024-02-12,14,1028,280,163,0.5982917711712942
2024-02-12 15:00:00,2024-02-12,15,928,47,30,0.6239159003364886
2024-02-12 16:00:00,2024-02-12,16,810,218,63,0.37683645903531104
2024-02-12 17:00:00,2024-02-12,17,648,137,57,0.2961898567336744
2024-02-12 18:00:00,2024-02-12,18,636,85,37,0.3676218421124555
2024-02-12 19:00:00,2024-02-12,19,639,103,32,0.43225611723680235
2024-02-12 20:00:00,2024-02-12,20,712,202,59,0.3788990581232088
2024-02-12 21:00:00,2024-02-12,21,836,103,45,0.5928762050214761
2024-02-12 22:00:00,2024-02-12,22,1039,300,129,0.5917523913300979
2024-02-12 23:00:00,2024-02-12,23,1267,341,105,0.4998342675506069
2024-02-13 00:00:00,2024-02-13,0,1298,237,139,0.40951561407741766
2024-02-13 01:00:00,2024-02-13,1,1427,288,96,0.522972123823177
2024-02-13 02:00:00,2024-02-13,2,1645,337,91,0.5990469801277227
2024-02-13 03:00:00,2024-02-13,3,1882,398,195,0.44139914785394674
2024-02-13 04:00:00,2024-02-13,4,1927,504,131,0.554393042040008
2024-02-13 05:00:00,2024-02-13,5,2040,445,283,0.5437769029376469
2024-02-13 06:00:00,2024-02-13,6,2087,321,152,0.30709461891145573
2024-02-13 07:00:00,2024-02-13,7,2004,457,265,0.3039559873904418
2024-02-13 08:00:00,2024-02-13,8,1997,282,86,0.48595573437389317
2024-02-13 09:00:00,2024-02-13,9,1768,290,179,0.32010857687122785
2024-02-13 10:00:00,2024-02-13,10,1648,192,43,0.4025788105515874
2024-02-13 11:00:00,2024-02-13,11,1539,278,113,0.4636171509145869
2024-02-13 12:00:00,2024-02-13,12,1206,97,48,0.6169266306311645
2024-02-13 13:00:00,2024-02-13,13,1052,113,47,0.4984550258011769
2024-02-13 14:00:00,2024-02-13,14,939,93,24,0.6692306070321238
2024-02-13 15:00:00,2024-02-13,15,731,217,108,0.4745492453854997
2024-02-13 16:00:00,2024-02-13,16,573,151,43,0.43057056707102215
2024-02-13 17:00:00,2024-02-13,17,553,30,16,0.3434842582574179
2024-02-13 18:00:00,2024-02-13,18,485,111,49,0.5453940974280892
2024-02-13 19:00:00,2024-02-13,19,613,155,46,0.5157761339961228
2024-02-13 20:00:00,2024-02-13,20,555,137,30,0.41523211033408763
2024-02-13 21:00:00,2024-02-13,21,741,57,22,0.6825184135411828
2024-02-13 22:00:00,2024-02-13,22,938,234,95,0.5851333950605627
2024-02-13 23:00:00,2024-02-13,23,1051,55,19,0.6415808792801955
2024-02-14 00:00:00,2024-02-14,0,2314,692,258,0.632613521083488
2024-02-14 01:00:00,2024-02-14,1,2783,257,112,0.6817657062144049
2024-02-14 02:00:00,2024-02-14,2,3057,238,161,0.5945732953002495
2024-02-14 03:00:00,2024-02-14,3,3313,622,246,0.2994539378542963
2024-02-14 04:00:00,2024-02-14,4,3518,288,142,0.49284192948905503
2024-02-14 05:00:00,2024-02-14,5,3782,970,393,0.44646908434802707
2024-02-14 06:00:00,2024-02-14,6,3819,465,111,0.31379120767538754
2024-02-14 07:00:00,2024-02-14,7,3759,570,380,0.30369399701399896
2024-02-14 08:00:00,2024-02-14,8,3580,851,179,0.5429258693277262
2024-02-14 09:00:00,2024-02-14,9,3333,690,237,0.29661414122586555
2024-02-14 10:00:00,2024-02-14,10,2916,772,436,0.3341681533564871
2024-02-14 11:00:00,2024-02-14,11,2688,611,153,0.6807975882753496
2024-02-14 12:00:00,2024-02-14,12,2428,212,63,0.4138343733831845
2024-02-14 13:00:00,2024-02-14,13,1959,313,170,0.4615955039831817
2024-02-14 14:00:00,2024-02-14,14,1695,195,79,0.48368421801321876
2024-02-14 15:00:00,2024-02-14,15,1379,102,61,0.38988548618960095
2024-02-14 16:00:00,2024-02-14,16,1078,123,48,0.44946555990967446
2024-02-14 17:00:00,2024-02-14,17,994,91,33,0.4878481051583113
2024-02-14 18:00:00,2024-02-14,18,922,63,15,0.5733161224216309
2024-02-14 19:00:00,2024-02-14,19,947,86,28,0.519196585245592
2024-02-14 20:00:00,2024-02-14,20,1094,254,152,0.5238018534072064
2024-02-14 21:00:00,2024-02-14,21,1468,426,102,0.613879259837702
2024-02-14 22:00:00,2024-02-14,22,1646,332,229,0.6290312475213006
2024-02-14 23:00:00,2024-02-14,23,1945,497,212,0.4268735043852505
2024-02-15 00:00:00,2024-02-15,0,1818,220,96,0.3070582396660052
2024-02-15 01:00:00,2024-02-15,1,2099,490,113,0.5469770443607976
2024-02-15 02:00:00,2024-02-15,2,2380,631,230,0.5338307323608587
2024-02-15 03:00:00,2024-02-15,3,2626,688,438,0.2844488311219787
2024-02-15 04:00:00,2024-02-15,4,2755,208,83,0.2523171057551137
2024-02-15 05:00:00,2024-02-15,5,2902,458,213,0.5841780873568819
2024-02-15 06:00:00,2024-02-15,6,2901,373,220,0.5383408936651393
2024-02-15 07:00:00,2024-02-15,7,2805,160,92,0.3245413468478842
2024-02-15 08:00:00,2024-02-15,8,2845,441,291,0.573169872210888
2024-02-15 09:00:00,2024-02-15,9,2571,302,186,0.4369212282993991
2024-02-15 10:00:00,2024-02-15,10,2440,469,235,0.6618097099674992
2024-02-15 11:00:00,2024-02-15,11,2178,118,37,0.5264102660507128
2024-02-15 12:00:00,2024-02-15,12,1825,236,70,0.4855646946679543
2024-02-15 13:00:00,2024-02-15,13,1460,141,66,0.4285265959090922
2024-02-15 14:00:00,2024-02-15,14,1368,90,55,0.6997664402242005
2024-02-15 15:00:00,2024-02-15,15,1034,227,59,0.40786995409253707
